
======================================================= 
Ontology Annotation Diagnostics
======================================================= 

--------------------------------------- 
Data properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Object properties annotations diagnostics
--------------------------------------- 

--------------------------------------- 
Classes annotations diagnostics
--------------------------------------- 
anomalous_left_coronary_from_pulmonary_artery : without label [fr, en]
hemoglobin_E_beta_thalassemia : without definition [fr, en]
seroma : without label [fr, en]
seroma : without definition [fr, en]
aplasia_cutis_congenita : without label [fr, en]
aplasia_cutis_congenita : without definition [fr, en]
widening_of_spinal_cord : without label [fr, en]
widening_of_spinal_cord : without definition [fr, en]
tricuspid_atresia_without_PS : without label [fr, en]
tricuspid_atresia_without_PS : without definition [fr, en]
FGFR_opathy_Meunke_type : without label [fr, en]
FGFR_opathy_Meunke_type : without definition [fr, en]
T2_hyperintense_intraluminal_gallbladder_lesion : without label [fr, en]
T2_hyperintense_intraluminal_gallbladder_lesion : without definition [fr, en]
midface_hypoplasia : without label [fr, en]
midface_hypoplasia : without definition [fr, en]
subacute_subdural_hematoma : without label [fr, en]
subacute_subdural_hematoma : without definition [fr, en]
E._coli_pneumonia : without label [fr, en]
E._coli_pneumonia : without definition [fr, en]
brachydactyly_preaxial_hallux_varus : without label [fr, en]
brachydactyly_preaxial_hallux_varus : without definition [fr, en]
intraventricular_signal_void : without label [fr, en]
intraventricular_signal_void : without definition [fr, en]
mumps : without label [fr, en]
mumps : without definition [fr, en]
primary_tooth_crypt : without label [fr, en]
primary_tooth_crypt : without definition [fr, en]
lipodystrophy_Rajab_type : without label [fr, en]
lipodystrophy_Rajab_type : without definition [fr, en]
neck_infection : without label [fr, en]
neck_infection : without definition [fr, en]
pulmonary_leiomyomatosis : without label [fr, en]
pulmonary_leiomyomatosis : without definition [fr, en]
Balint_syndrome : without label [fr, en]
Balint_syndrome : without definition [fr, en]
perilabral_cyst : without label [fr, en]
perilabral_cyst : without definition [fr, en]
Teebi_hypertelorism_syndrome : without label [fr, en]
Teebi_hypertelorism_syndrome : without definition [fr, en]
cervical_adenitis : without label [fr, en]
cervical_adenitis : without definition [fr, en]
myxoid_chondrosarcoma : without label [fr, en]
myxoid_chondrosarcoma : without definition [fr, en]
candida_microabscesses : without label [fr, en]
candida_microabscesses : without definition [fr, en]
multiple_gestation : without label [fr, en]
multiple_gestation : without definition [fr, en]
pelvic_neoplasm : without label [fr, en]
pelvic_neoplasm : without definition [fr, en]
osteopetrosis_infantile_form_with_nervous_system_involvement : without label [fr, en]
osteopetrosis_infantile_form_with_nervous_system_involvement : without definition [fr, en]
HP_0008236 : without label [fr, en]
HP_0008236 : without definition [fr, en]
catheterization_injury : without label [fr, en]
catheterization_injury : without definition [fr, en]
Senior_Loken_syndrome_plus : without label [fr, en]
Senior_Loken_syndrome_plus : without definition [fr, en]
SAMS_syndrome : without label [fr, en]
SAMS_syndrome : without definition [fr, en]
intravenous_infusion : without label [fr, en]
intravenous_infusion : without definition [fr, en]
biliary_tract_calculus : without label [fr, en]
biliary_tract_calculus : without definition [fr, en]
lymphatic_abnormality : without label [fr, en]
lymphatic_abnormality : without definition [fr, en]
iatrogenic_sinus_cyst : without label [fr, en]
iatrogenic_sinus_cyst : without definition [fr, en]
small_feet : without label [fr, en]
small_feet : without definition [fr, en]
foreign_bodies : without label [fr, en]
foreign_bodies : without definition [fr, en]
wide_sutures : without label [fr, en]
wide_sutures : without definition [fr, en]
forebrain_hypoplasia : without label [fr, en]
forebrain_hypoplasia : without definition [fr, en]
abnormal_iris : without label [fr, en]
abnormal_iris : without definition [fr, en]
overgrowth_syndrome_with_skeletal_dysplasia : without label [fr, en]
overgrowth_syndrome_with_skeletal_dysplasia : without definition [fr, en]
inguinal_hernia_with_rectal_traction : without label [fr, en]
inguinal_hernia_with_rectal_traction : without definition [fr, en]
sickle_cell_hemoglobin_E_disease : without label [fr, en]
sickle_cell_hemoglobin_E_disease : without definition [fr, en]
aneurysm_osteoarthritis_syndrome : without label [fr, en]
aneurysm_osteoarthritis_syndrome : without definition [fr, en]
antral_cyst : without label [fr, en]
antral_cyst : without definition [fr, en]
HP_0011800 : without label [fr, en]
HP_0011800 : without definition [fr, en]
abdominal_wall_calcification : without label [fr, en]
abdominal_wall_calcification : without definition [fr, en]
persistent_Müllerian_derivatives : without label [fr, en]
persistent_Müllerian_derivatives : without definition [fr, en]
nasal_septum_perforation : without label [fr, en]
nasal_septum_perforation : without definition [fr, en]
ephedrine : without label [fr, en]
ephedrine : without definition [fr, en]
HP_0011803 : without label [fr, en]
HP_0011803 : without definition [fr, en]
multiple_pregnancies : without label [fr, en]
multiple_pregnancies : without definition [fr, en]
orbital_metastasis : without label [fr, en]
orbital_metastasis : without definition [fr, en]
brain_defect : without label [fr, en]
brain_defect : without definition [fr, en]
tetralogy_of_Fallot_with_absent_pulmonary_valve : without label [fr, en]
tetralogy_of_Fallot_with_absent_pulmonary_valve : without definition [fr, en]
acute_epidural_hemorrhage : without label [fr, en]
acute_epidural_hemorrhage : without definition [fr, en]
nail_dysplasia : without label [fr, en]
nail_dysplasia : without definition [fr, en]
idiopathic_spinal_canal_widening : without label [fr, en]
idiopathic_spinal_canal_widening : without definition [fr, en]
enlarged_left_kidney : without label [fr, en]
enlarged_left_kidney : without definition [fr, en]
malignant_skull_neoplasm : without label [fr, en]
malignant_skull_neoplasm : without definition [fr, en]
Wiedemann_Rautenstrauch_syndrome : without label [fr, en]
Wiedemann_Rautenstrauch_syndrome : without definition [fr, en]
cytomegalovirus_antritis : without label [fr, en]
cytomegalovirus_antritis : without definition [fr, en]
bowed_radius_and_ulna : without label [fr, en]
bowed_radius_and_ulna : without definition [fr, en]
esophageal_tumor : without label [fr, en]
esophageal_tumor : without definition [fr, en]
Pelizaeus_Merzbacher_disease : without label [fr, en]
Pelizaeus_Merzbacher_disease : without definition [fr, en]
polycystic_liver : without label [fr, en]
polycystic_liver : without definition [fr, en]
gastroesophageal_reflux : without label [fr, en]
gastroesophageal_reflux : without definition [fr, en]
renal_agenesis : without label [fr, en]
renal_agenesis : without definition [fr, en]
thalassemia : without label [fr, en]
thalassemia : without definition [fr, en]
pleuropericardial_adhesion : without label [fr, en]
pleuropericardial_adhesion : without definition [fr, en]
retroperitoneal_fibrosis : without label [fr, en]
retroperitoneal_fibrosis : without definition [fr, en]
ureteral_metastasis : without label [fr, en]
ureteral_metastasis : without definition [fr, en]
myelophthisic_marrow_replacement : without label [fr, en]
myelophthisic_marrow_replacement : without definition [fr, en]
overlying_intestinal_gas : without label [fr, en]
overlying_intestinal_gas : without definition [fr, en]
metastatic_disease_involving_bowel_wall : without label [fr, en]
metastatic_disease_involving_bowel_wall : without definition [fr, en]
Brunn_nest : without label [fr, en]
Brunn_nest : without definition [fr, en]
short_skull : without label [fr, en]
short_skull : without definition [fr, en]
radiation_gastroenteritis : without label [fr, en]
radiation_gastroenteritis : without definition [fr, en]
pantopaque : without label [fr, en]
pantopaque : without definition [fr, en]
multilocular_jaw_lesion : without label [fr, en]
multilocular_jaw_lesion : without definition [fr, en]
anomalous_umbilical_vein : without label [fr, en]
anomalous_umbilical_vein : without definition [fr, en]
primary_malignant_bone_neoplasm : without label [fr, en]
primary_malignant_bone_neoplasm : without definition [fr, en]
widespread_bone_destruction : without label [fr, en]
widespread_bone_destruction : without definition [fr, en]
Neurogenic_megacolon : without label [fr, en]
Neurogenic_megacolon : without definition [fr, en]
middle_lobe_syndrome : without label [fr, en]
middle_lobe_syndrome : without definition [fr, en]
hemarthrosis : without label [fr, en]
hemarthrosis : without definition [fr, en]
chronic_sclerosing_osteomyelitis : without label [fr, en]
chronic_sclerosing_osteomyelitis : without definition [fr, en]
Pitt_Hopkins_syndrome : without label [fr, en]
Pitt_Hopkins_syndrome : without definition [fr, en]
malignant_teratoma : without label [fr, en]
malignant_teratoma : without definition [fr, en]
leptomenigeal_cyst : without label [fr, en]
leptomenigeal_cyst : without definition [fr, en]
needle_aspiration : without label [fr, en]
needle_aspiration : without definition [fr, en]
gastric_dilatation : without label [fr, en]
gastric_dilatation : without definition [fr, en]
pigmentary_retinopathy : without label [fr, en]
pigmentary_retinopathy : without definition [fr, en]
mechanical_stress : without label [fr, en]
mechanical_stress : without definition [fr, en]
limb_overgrowth : without label [fr, en]
limb_overgrowth : without definition [fr, en]
retinal_ischemic_digestive_tract_small_vessel_hyalinosis_diffuse_cerebral_calcifications : without label [fr, en]
retinal_ischemic_digestive_tract_small_vessel_hyalinosis_diffuse_cerebral_calcifications : without definition [fr, en]
familial_deficient_lacrimation : without label [fr, en]
familial_deficient_lacrimation : without definition [fr, en]
diffuse_lung_opacity : without label [fr, en]
diffuse_lung_opacity : without definition [fr, en]
infantile_visceral_myopathy : without label [fr, en]
infantile_visceral_myopathy : without definition [fr, en]
posttraumatic_arachnoid_tear : without label [fr, en]
posttraumatic_arachnoid_tear : without definition [fr, en]
leontiasis : without label [fr, en]
leontiasis : without definition [fr, en]
duplication_of_the_ulna : without label [fr, en]
duplication_of_the_ulna : without definition [fr, en]
anomalous_pulmonary_vein : without label [fr, en]
anomalous_pulmonary_vein : without definition [fr, en]
distal_symmetrical_axonal_polyneuropathy : without label [fr, en]
distal_symmetrical_axonal_polyneuropathy : without definition [fr, en]
glomerular_failure : without label [fr, en]
glomerular_failure : without definition [fr, en]
Marshall_syndrome : without label [fr, en]
Marshall_syndrome : without definition [fr, en]
internal_carotid_artery_aneurysm : without label [fr, en]
internal_carotid_artery_aneurysm : without definition [fr, en]
localized_bulge_of_renal_outline : without label [fr, en]
localized_bulge_of_renal_outline : without definition [fr, en]
Larsen_like_osseous_dysplasia_short_stature : without label [fr, en]
Larsen_like_osseous_dysplasia_short_stature : without definition [fr, en]
Iso_Kikuchi_syndrome_plus : without label [fr, en]
Iso_Kikuchi_syndrome_plus : without definition [fr, en]
coal_worker_pneumoconiosis : without label [fr, en]
coal_worker_pneumoconiosis : without definition [fr, en]
amiodarone : without label [fr, en]
amiodarone : without definition [fr, en]
infectious_enteritis : without label [fr, en]
infectious_enteritis : without definition [fr, en]
calcified_portal_vein_thrombus : without label [fr, en]
calcified_portal_vein_thrombus : without definition [fr, en]
dilatation_of_ureter : without label [fr, en]
dilatation_of_ureter : without definition [fr, en]
parosteal_sarcoma : without label [fr, en]
parosteal_sarcoma : without definition [fr, en]
congenital_absence_of_the_pericardium : without label [fr, en]
congenital_absence_of_the_pericardium : without definition [fr, en]
renal_cyst_with_small_mural_tumor : without label [fr, en]
renal_cyst_with_small_mural_tumor : without definition [fr, en]
ruptured_gallbladder_empyema : without label [fr, en]
ruptured_gallbladder_empyema : without definition [fr, en]
muscular_hypotonia : without label [fr, en]
muscular_hypotonia : without definition [fr, en]
posterior_mediastinal_neoplasm : without label [fr, en]
posterior_mediastinal_neoplasm : without definition [fr, en]
pseudocamptodactyly : without label [fr, en]
pseudocamptodactyly : without definition [fr, en]
complete_atrioventricular_canal : without label [fr, en]
complete_atrioventricular_canal : without definition [fr, en]
loculated_pleural_fluid : without label [fr, en]
loculated_pleural_fluid : without definition [fr, en]
benign_subdural_effusion : without label [fr, en]
benign_subdural_effusion : without definition [fr, en]
cerebrorenodigital_syndrome : without label [fr, en]
cerebrorenodigital_syndrome : without definition [fr, en]
spontaneous_pneumomediastinum : without label [fr, en]
spontaneous_pneumomediastinum : without definition [fr, en]
severe_osteopetrosis : without label [fr, en]
severe_osteopetrosis : without definition [fr, en]
craniosynostosis_cataract : without label [fr, en]
craniosynostosis_cataract : without definition [fr, en]
GM2_gangliosidosis : without label [fr, en]
GM2_gangliosidosis : without definition [fr, en]
acute_intermittent_porphyria : without label [fr, en]
acute_intermittent_porphyria : without definition [fr, en]
eosinophilic_adenoma : without label [fr, en]
eosinophilic_adenoma : without definition [fr, en]
sarcoma_of_spine : without label [fr, en]
sarcoma_of_spine : without definition [fr, en]
lymphocytic_interstitial_pneumonitis : without label [fr, en]
lymphocytic_interstitial_pneumonitis : without definition [fr, en]
parasellar_aneurysm_of_internal_carotid_artery : without label [fr, en]
parasellar_aneurysm_of_internal_carotid_artery : without definition [fr, en]
renal_artery_branch_emboli : without label [fr, en]
renal_artery_branch_emboli : without definition [fr, en]
solitary_fibrous_tumor_of_liver : without label [fr, en]
solitary_fibrous_tumor_of_liver : without definition [fr, en]
rectal_foreign_body : without label [fr, en]
rectal_foreign_body : without definition [fr, en]
insufficient_perinephric_fat : without label [fr, en]
insufficient_perinephric_fat : without definition [fr, en]
pyelonephritis : without label [fr, en]
pyelonephritis : without definition [fr, en]
carcinoma_of_pancreas : without label [fr, en]
carcinoma_of_pancreas : without definition [fr, en]
hypo_hyperparathyroidism : without label [fr, en]
hypo_hyperparathyroidism : without definition [fr, en]
hand_defect : without label [fr, en]
hand_defect : without definition [fr, en]
papilledema : without label [fr, en]
papilledema : without definition [fr, en]
postpartum_infection : without label [fr, en]
postpartum_infection : without definition [fr, en]
sex_cord_stromal_tumor : without label [fr, en]
sex_cord_stromal_tumor : without definition [fr, en]
carbon_tetrachloride_exposure : without label [fr, en]
carbon_tetrachloride_exposure : without definition [fr, en]
Beukes_familial_hip_dysplasia : without label [fr, en]
Beukes_familial_hip_dysplasia : without definition [fr, en]
cytomegalovirus_infection : without label [fr, en]
cytomegalovirus_infection : without definition [fr, en]
burns : without label [fr, en]
burns : without definition [fr, en]
sympathetic_joint_effusion : without label [fr, en]
sympathetic_joint_effusion : without definition [fr, en]
tricuspid_stenosis : without label [fr, en]
tricuspid_stenosis : without definition [fr, en]
beriberi : without label [fr, en]
beriberi : without definition [fr, en]
retained_cartilage_fragment : without label [fr, en]
retained_cartilage_fragment : without definition [fr, en]
Meunke_FGFR3_mutation_craniosynostosis : without label [fr, en]
Meunke_FGFR3_mutation_craniosynostosis : without definition [fr, en]
arachnoiditis : without label [fr, en]
arachnoiditis : without definition [fr, en]
medial_agenesis : without label [fr, en]
medial_agenesis : without definition [fr, en]
multiple_epiphyseal_dysplasia : without label [fr, en]
multiple_epiphyseal_dysplasia : without definition [fr, en]
Robinow_syndrome : without label [fr, en]
Robinow_syndrome : without definition [fr, en]
neurosensory_deafness_pituitary_dwarfism : without label [fr, en]
neurosensory_deafness_pituitary_dwarfism : without definition [fr, en]
CSF_intensity_brainstem_lesion : without label [fr, en]
CSF_intensity_brainstem_lesion : without definition [fr, en]
trimipramine : without label [fr, en]
trimipramine : without definition [fr, en]
Klebsiella_rhinoscleromatis_infection : without label [fr, en]
Klebsiella_rhinoscleromatis_infection : without definition [fr, en]
mullerian_duct_anomalies_limb_anomalies : without label [fr, en]
mullerian_duct_anomalies_limb_anomalies : without definition [fr, en]
Mayer_Rokitansky_Küster_Hauser_syndrome : without label [fr, en]
Mayer_Rokitansky_Küster_Hauser_syndrome : without definition [fr, en]
anomalous_left_common_carotid_artery : without label [fr, en]
anomalous_left_common_carotid_artery : without definition [fr, en]
idiopathic_gynecomastia : without label [fr, en]
idiopathic_gynecomastia : without definition [fr, en]
paralaryngeal_cystic_mass : without label [fr, en]
paralaryngeal_cystic_mass : without definition [fr, en]
dysmorphic_facies : without label [fr, en]
dysmorphic_facies : without definition [fr, en]
Frydman_trigonocephaly_syndrome : without label [fr, en]
Frydman_trigonocephaly_syndrome : without definition [fr, en]
bladder_diversion : without label [fr, en]
bladder_diversion : without definition [fr, en]
radiation : without label [fr, en]
radiation : without definition [fr, en]
aneurysm_of_foramen_ovale : without label [fr, en]
aneurysm_of_foramen_ovale : without definition [fr, en]
multiple_duodenal_filling_defects : without label [fr, en]
multiple_duodenal_filling_defects : without definition [fr, en]
medial_deviation_of_upper_ureter : without label [fr, en]
medial_deviation_of_upper_ureter : without definition [fr, en]
gastroesophageal_regurgitation : without label [fr, en]
gastroesophageal_regurgitation : without definition [fr, en]
persistent_stapedial_artery : without label [fr, en]
persistent_stapedial_artery : without definition [fr, en]
cardiac_valve_thickening : without label [fr, en]
cardiac_valve_thickening : without definition [fr, en]
senile_cataract : without label [fr, en]
senile_cataract : without definition [fr, en]
melorheostosis_with_osteopoikilosis : without label [fr, en]
melorheostosis_with_osteopoikilosis : without definition [fr, en]
idiopathic_chylothorax : without label [fr, en]
idiopathic_chylothorax : without definition [fr, en]
short_metacarpal : without label [fr, en]
short_metacarpal : without definition [fr, en]
increased_intracranial_vessel_size : without label [fr, en]
increased_intracranial_vessel_size : without definition [fr, en]
papillomatosis_of_esophagus : without label [fr, en]
papillomatosis_of_esophagus : without definition [fr, en]
hemosiderosis : without label [fr, en]
hemosiderosis : without definition [fr, en]
thin_clavicle : without label [fr, en]
thin_clavicle : without definition [fr, en]
hyperostosis_generalisata_with_bone_striation : without label [fr, en]
hyperostosis_generalisata_with_bone_striation : without definition [fr, en]
hypercementosis : without label [fr, en]
hypercementosis : without definition [fr, en]
sacrococcygeal_appendage : without label [fr, en]
sacrococcygeal_appendage : without definition [fr, en]
thoracic_aortic_ectasia : without label [fr, en]
thoracic_aortic_ectasia : without definition [fr, en]
occluded_bronchus : without label [fr, en]
occluded_bronchus : without definition [fr, en]
rotoscoliosis : without label [fr, en]
rotoscoliosis : without definition [fr, en]
incomplete_ossification_of_cranial_sutures : without label [fr, en]
incomplete_ossification_of_cranial_sutures : without definition [fr, en]
neonatal_hyperparathyroidism : without label [fr, en]
neonatal_hyperparathyroidism : without definition [fr, en]
Myhre_syndrome : without label [fr, en]
Myhre_syndrome : without definition [fr, en]
asplenia_with_liver_malformation : without label [fr, en]
asplenia_with_liver_malformation : without definition [fr, en]
vertebral_pedicle_sclerosis : without label [fr, en]
vertebral_pedicle_sclerosis : without definition [fr, en]
pulmonary_tumor : without label [fr, en]
pulmonary_tumor : without definition [fr, en]
trauma_with_hemorrhage : without label [fr, en]
trauma_with_hemorrhage : without definition [fr, en]
brachyolmia_Toledo_type : without label [fr, en]
brachyolmia_Toledo_type : without definition [fr, en]
DOID_13300 : without label [fr, en]
DOID_13300 : without definition [fr, en]
Biemond_syndrome_type_2 : without label [fr, en]
Biemond_syndrome_type_2 : without definition [fr, en]
central_line_catheter : without label [fr, en]
central_line_catheter : without definition [fr, en]
pneumatosis_cystoides_of_sigmoid_colon : without label [fr, en]
pneumatosis_cystoides_of_sigmoid_colon : without definition [fr, en]
rapid_deossification : without label [fr, en]
rapid_deossification : without definition [fr, en]
Biemond_syndrome_type_1 : without label [fr, en]
Biemond_syndrome_type_1 : without definition [fr, en]
Leriche_syndrome : without label [fr, en]
Leriche_syndrome : without definition [fr, en]
resuscitation_maneuver : without label [fr, en]
resuscitation_maneuver : without definition [fr, en]
immobilized_infant : without label [fr, en]
immobilized_infant : without definition [fr, en]
multilocular_renal_cyst : without label [fr, en]
multilocular_renal_cyst : without definition [fr, en]
bone_sarcoma : without label [fr, en]
bone_sarcoma : without definition [fr, en]
otospondylometaphyseal_dysplasia : without label [fr, en]
otospondylometaphyseal_dysplasia : without definition [fr, en]
Weber_Christian_disease : without label [fr, en]
Weber_Christian_disease : without definition [fr, en]
neoplasm_of_soft_tissues : without label [fr, en]
neoplasm_of_soft_tissues : without definition [fr, en]
bird_fancier_lung : without label [fr, en]
bird_fancier_lung : without definition [fr, en]
bursa : without label [fr, en]
bursa : without definition [fr, en]
portal_phlebitis : without label [fr, en]
portal_phlebitis : without definition [fr, en]
skin_aplasia : without label [fr, en]
skin_aplasia : without definition [fr, en]
esophageal_ulceration : without label [fr, en]
esophageal_ulceration : without definition [fr, en]
surgical_ligature : without label [fr, en]
surgical_ligature : without definition [fr, en]
Cholangitis_In_diabetic : without label [fr, en]
Cholangitis_In_diabetic : without definition [fr, en]
liposarcoma_of_pleura : without label [fr, en]
liposarcoma_of_pleura : without definition [fr, en]
split_hand : without label [fr, en]
split_hand : without definition [fr, en]
ruptured_pulmonary_hydatid_cyst : without label [fr, en]
ruptured_pulmonary_hydatid_cyst : without definition [fr, en]
clavicular_overgrowth_and_cystic_hygroma : without label [fr, en]
clavicular_overgrowth_and_cystic_hygroma : without definition [fr, en]
congenital_foot_deformity : without label [fr, en]
congenital_foot_deformity : without definition [fr, en]
thymitis : without label [fr, en]
thymitis : without definition [fr, en]
adrenal_calcification : without label [fr, en]
adrenal_calcification : without definition [fr, en]
carcinoma_of_adrenal_gland : without label [fr, en]
carcinoma_of_adrenal_gland : without definition [fr, en]
corrected_transposition_of_great_vessels : without label [fr, en]
corrected_transposition_of_great_vessels : without definition [fr, en]
duplication_of_ureters : without label [fr, en]
duplication_of_ureters : without definition [fr, en]
arthrogryposis_multiplex_congenita_whistling_face : without label [fr, en]
arthrogryposis_multiplex_congenita_whistling_face : without definition [fr, en]
familial_hypocalcemia_hypocalciuria : without label [fr, en]
familial_hypocalcemia_hypocalciuria : without definition [fr, en]
globe_lesion : without label [fr, en]
globe_lesion : without definition [fr, en]
Shah_Waardenburg_syndrome : without label [fr, en]
Shah_Waardenburg_syndrome : without definition [fr, en]
hemoglobin_E : without label [fr, en]
hemoglobin_E : without definition [fr, en]
brachydactyly_syndrome : without label [fr, en]
brachydactyly_syndrome : without definition [fr, en]
premature_atherosclerosis : without label [fr, en]
premature_atherosclerosis : without definition [fr, en]
familial_hypomagnesemia_hypercalciuria_nephrocalcinosis_severe_ocular_involvement : without label [fr, en]
familial_hypomagnesemia_hypercalciuria_nephrocalcinosis_severe_ocular_involvement : without definition [fr, en]
hemoglobin_C : without label [fr, en]
hemoglobin_C : without definition [fr, en]
intrathoracic_adenomatous_goiter : without label [fr, en]
intrathoracic_adenomatous_goiter : without definition [fr, en]
vein_of_Galen_aneurysm : without label [fr, en]
vein_of_Galen_aneurysm : without definition [fr, en]
Hutchinson_Gilford_syndrome : without label [fr, en]
Hutchinson_Gilford_syndrome : without definition [fr, en]
portocaval_shunt : without label [fr, en]
portocaval_shunt : without definition [fr, en]
camptomelia : without label [fr, en]
camptomelia : without definition [fr, en]
lingual_thyroid : without label [fr, en]
lingual_thyroid : without definition [fr, en]
periodic_arthritis : without label [fr, en]
periodic_arthritis : without definition [fr, en]
Mycobacterium_tuberculosis : without label [fr, en]
Mycobacterium_tuberculosis : without definition [fr, en]
mitral_atresia : without label [fr, en]
mitral_atresia : without definition [fr, en]
pilodental_dysplasia_refractive_errors : without label [fr, en]
pilodental_dysplasia_refractive_errors : without definition [fr, en]
arachnodactyly : without label [fr, en]
arachnodactyly : without definition [fr, en]
thickened_cortical_bones_and_congenital_neutropenia : without label [fr, en]
thickened_cortical_bones_and_congenital_neutropenia : without definition [fr, en]
diabetic_acidosis_or_coma : without label [fr, en]
diabetic_acidosis_or_coma : without definition [fr, en]
Pierpont_syndrome : without label [fr, en]
Pierpont_syndrome : without definition [fr, en]
mitral_stenosis_with_PDA : without label [fr, en]
mitral_stenosis_with_PDA : without definition [fr, en]
uveal_coloboma_cleft_lip_and_palate_intellectual_deficit : without label [fr, en]
uveal_coloboma_cleft_lip_and_palate_intellectual_deficit : without definition [fr, en]
Hoyeraal_Hreidarsson_syndrome : without label [fr, en]
Hoyeraal_Hreidarsson_syndrome : without definition [fr, en]
Nance_Horan_syndrome : without label [fr, en]
Nance_Horan_syndrome : without definition [fr, en]
lymphoma_of_lung : without label [fr, en]
lymphoma_of_lung : without definition [fr, en]
juxtacortical_chondroma : without label [fr, en]
juxtacortical_chondroma : without definition [fr, en]
colonic_diverticulum_calculus : without label [fr, en]
colonic_diverticulum_calculus : without definition [fr, en]
Leber_hereditary_optic_neuropathy : without label [fr, en]
Leber_hereditary_optic_neuropathy : without definition [fr, en]
vascular_lung_metastasis : without label [fr, en]
vascular_lung_metastasis : without definition [fr, en]
incisive_canal_cyst : without label [fr, en]
incisive_canal_cyst : without definition [fr, en]
mesomelic_dysplasia_Kantaputra_type : without label [fr, en]
mesomelic_dysplasia_Kantaputra_type : without definition [fr, en]
brain_abscess : without label [fr, en]
brain_abscess : without definition [fr, en]
tethered_cord_syndrome : without label [fr, en]
tethered_cord_syndrome : without definition [fr, en]
Fried_syndrome : without label [fr, en]
Fried_syndrome : without definition [fr, en]
small_bowel_resection : without label [fr, en]
small_bowel_resection : without definition [fr, en]
acquired_hyperthyroidism : without label [fr, en]
acquired_hyperthyroidism : without definition [fr, en]
repair_of_tetralogy_of_Fallot : without label [fr, en]
repair_of_tetralogy_of_Fallot : without definition [fr, en]
camptobrachydactyly : without label [fr, en]
camptobrachydactyly : without definition [fr, en]
hypoplasia_of_one_lung : without label [fr, en]
hypoplasia_of_one_lung : without definition [fr, en]
lung_sarcoma : without label [fr, en]
lung_sarcoma : without definition [fr, en]
ill_defined_multifocal_lung_opacities : without label [fr, en]
ill_defined_multifocal_lung_opacities : without definition [fr, en]
metaphyseal_cupping : without label [fr, en]
metaphyseal_cupping : without definition [fr, en]
polypoid_hemangioendothelioma : without label [fr, en]
polypoid_hemangioendothelioma : without definition [fr, en]
healing_stress_fracture : without label [fr, en]
healing_stress_fracture : without definition [fr, en]
heavy_metal_poisoning : without label [fr, en]
heavy_metal_poisoning : without definition [fr, en]
chronic_cholecystitis : without label [fr, en]
chronic_cholecystitis : without definition [fr, en]
external_sphincter_dysynergy : without label [fr, en]
external_sphincter_dysynergy : without definition [fr, en]
hepatic_fibrosis_renal_cystic_disease : without label [fr, en]
hepatic_fibrosis_renal_cystic_disease : without definition [fr, en]
nonvalvular_atrial_fibrillation : without label [fr, en]
nonvalvular_atrial_fibrillation : without definition [fr, en]
cricopharyngeal_muscle : without label [fr, en]
cricopharyngeal_muscle : without definition [fr, en]
serum_sickness_vasculitis : without label [fr, en]
serum_sickness_vasculitis : without definition [fr, en]
perirenal_lymphocele : without label [fr, en]
perirenal_lymphocele : without definition [fr, en]
joint_laxity_idiopathic_scoliosis : without label [fr, en]
joint_laxity_idiopathic_scoliosis : without definition [fr, en]
clubfeet_and_tarsal_coalition : without label [fr, en]
clubfeet_and_tarsal_coalition : without definition [fr, en]
complete_AV_communis : without label [fr, en]
complete_AV_communis : without definition [fr, en]
skull_base_neoplasm : without label [fr, en]
skull_base_neoplasm : without definition [fr, en]
corrected_transposition : without label [fr, en]
corrected_transposition : without definition [fr, en]
DOID_13359 : without label [fr, en]
DOID_13359 : without definition [fr, en]
Brodie_abscess : without label [fr, en]
Brodie_abscess : without definition [fr, en]
healed_brain_abscess : without label [fr, en]
healed_brain_abscess : without definition [fr, en]
late_subacute_cortical_infarction : without label [fr, en]
late_subacute_cortical_infarction : without definition [fr, en]
absent_clavicle : without label [fr, en]
absent_clavicle : without definition [fr, en]
hyperostosis_frontalis_interna : without label [fr, en]
hyperostosis_frontalis_interna : without definition [fr, en]
SCARF_syndrome : without label [fr, en]
SCARF_syndrome : without definition [fr, en]
eosinophilic_gastroenteritis : without label [fr, en]
eosinophilic_gastroenteritis : without definition [fr, en]
ulcerated_carotid_plaque_platelet_embolus : without label [fr, en]
ulcerated_carotid_plaque_platelet_embolus : without definition [fr, en]
traumatic_dislocation : without label [fr, en]
traumatic_dislocation : without definition [fr, en]
Njolstad_syndrome : without label [fr, en]
Njolstad_syndrome : without definition [fr, en]
constitutional_tall_stature : without label [fr, en]
constitutional_tall_stature : without definition [fr, en]
cardiovocal_syndrome : without label [fr, en]
cardiovocal_syndrome : without definition [fr, en]
stricture_of_intestine : without label [fr, en]
stricture_of_intestine : without definition [fr, en]
DOID_14692 : without label [fr, en]
DOID_14692 : without definition [fr, en]
DOID_14693 : without label [fr, en]
DOID_14693 : without definition [fr, en]
anterior_subluxation_of_cervical_spine : without label [fr, en]
anterior_subluxation_of_cervical_spine : without definition [fr, en]
radiation_proctitis : without label [fr, en]
radiation_proctitis : without definition [fr, en]
thorn_granuloma : without label [fr, en]
thorn_granuloma : without definition [fr, en]
microgastria : without label [fr, en]
microgastria : without definition [fr, en]
DOID_9164 : without label [fr, en]
DOID_9164 : without definition [fr, en]
late_radiation_colitis : without label [fr, en]
late_radiation_colitis : without definition [fr, en]
